timestamp,x,y,cs_x,cs_y
1756890223.395850,-0.764798,-0.010894,0.098338,3.237173
1756890223.529209,-0.767646,-0.008606,0.100781,3.236817
1756890223.595892,-0.772804,-0.009320,0.100321,3.245530
1756890223.729256,-0.776347,-0.017963,0.095837,3.231174
1756890223.829278,-0.788946,-0.022220,0.099986,3.238938
1756890223.929300,-0.806088,-0.021837,0.099516,3.245517
1756890223.995981,-0.816317,-0.024888,0.101760,3.241062
1756890224.129342,-0.843978,-0.031371,0.099859,3.242085
1756890224.196022,-0.860689,-0.032149,0.101449,3.239599
1756890224.296041,-0.885643,-0.033041,0.098399,3.239667
1756890224.429400,-0.920990,-0.028143,0.098074,3.259076
1756890224.562759,-0.948171,-0.023562,0.101445,3.246272
1756890224.696117,-0.980765,-0.010742,0.100394,3.240951
1756890224.829474,-1.011363,0.005193,0.099368,3.247487
1756890224.929492,-1.030807,0.019237,0.099964,3.246969
1756890224.996169,-1.039998,0.031357,0.100882,3.253268
1756890225.162862,-1.045268,0.061759,0.101215,3.247502
1756890225.262877,-1.036008,0.081153,0.098266,3.253737
1756890225.362890,-1.032573,0.106021,0.098765,3.251221
1756890225.462903,-1.017601,0.121200,0.099801,3.259612
1756890225.529584,-1.013967,0.144311,0.098718,3.264061
1756890225.629604,-1.009202,0.171832,0.096387,3.251498
1756890225.729625,-0.998267,0.193858,0.098684,3.254815
1756890225.829644,-0.996889,0.218826,0.097638,3.253912
1756890225.896324,-0.998979,0.238600,0.097559,3.251362
1756890225.996344,-0.987216,0.246140,0.099648,3.255034
1756890226.063022,-0.990062,0.262221,0.097955,3.244866
1756890226.129701,-0.992385,0.278026,0.099657,3.253490
1756890226.229718,-0.994097,0.297646,0.098355,3.255415
1756890226.329735,-0.995136,0.316088,0.098504,3.251120
1756890226.396413,-0.998612,0.332513,0.096700,3.248166
1756890226.529769,-1.005150,0.363513,0.096135,3.259077
1756890226.596449,-1.007320,0.378062,0.097110,3.258686
1756890226.729809,-1.026059,0.417803,0.095829,3.252375
1756890226.863167,-1.037541,0.457634,0.098385,3.249267
1756890226.963184,-1.040104,0.483508,0.099803,3.253253
1756890227.063202,-1.052201,0.517249,0.097830,3.255877
1756890227.163218,-1.057949,0.549171,0.098776,3.252796
1756890227.263235,-1.067472,0.588531,0.099371,3.250050
1756890227.329912,-1.069045,0.613205,0.101983,3.255630
1756890227.429927,-1.072959,0.651085,0.102151,3.250636
1756890227.529946,-1.076021,0.688958,0.099256,3.261319
1756890227.563287,-1.074443,0.698349,0.097510,3.262675
1756890227.729991,-1.068845,0.759653,0.099796,3.250921
1756890227.896694,-1.068815,0.841169,0.100319,3.263089
1756890228.030055,-1.049143,0.872492,0.099313,3.261546
1756890228.163415,-1.045217,0.951542,0.100098,3.248585
1756890228.263435,-1.006051,0.936098,0.098085,3.262957
1756890228.363453,-0.984596,0.969897,0.101720,3.257777
1756890228.463472,-0.956857,0.991456,0.100750,3.255607
1756890228.563493,-0.930438,1.012863,0.101046,3.254316
1756890228.663514,-0.900173,1.023261,0.099834,3.250877
1756890228.730194,-0.876478,1.026930,0.100343,3.251615
1756890228.830214,-0.849854,1.047464,0.100405,3.257746
1756890228.930233,-0.817490,1.056663,0.097541,3.261626
1756890229.030252,-0.781475,1.057059,0.099060,3.251919
1756890229.130270,-0.746032,1.061179,0.099057,3.256968
1756890229.263627,-0.693060,1.051532,0.099583,3.264160
1756890229.330304,-0.671547,1.053432,0.096807,3.252975
1756890229.430320,-0.626931,1.030282,0.098885,3.263759
1756890229.530341,-0.587336,1.015447,0.099974,3.265230
1756890229.597025,-0.566456,1.020674,0.095550,3.267132
1756890229.697050,-0.520654,0.999099,0.099404,3.258009
1756890229.797075,-0.480470,0.970902,0.096783,3.254449
1756890229.930440,-0.427626,0.936975,0.099078,3.263876
1756890230.030463,-0.383916,0.904799,0.099065,3.256758
1756890230.130487,-0.334725,0.871114,0.101610,3.259573
1756890230.230509,-0.292945,0.860752,0.098838,3.262850
1756890230.363871,-0.226031,0.801958,0.099420,3.261588
1756890230.430552,-0.199986,0.789924,0.097416,3.261946
1756890230.463893,-0.184607,0.778503,0.098186,3.269997
1756890230.463893,-0.184607,0.778503,0.099942,3.254424
1756890230.664315,-0.125011,0.743564,0.099456,3.256243
1756890230.664315,-0.125011,0.743564,0.097139,3.260374
1756890230.664315,-0.125011,0.743564,0.098611,3.262526
1756890230.664315,-0.125011,0.743564,0.100377,3.265812
1756890230.664315,-0.125011,0.743564,0.100597,3.266728
1756890230.664315,-0.125011,0.743564,0.102228,3.259100
1756890230.664315,-0.125011,0.743564,0.099976,3.258192
1756890230.664315,-0.125011,0.743564,0.096843,3.252806
1756890230.664315,-0.125011,0.743564,0.100044,3.270501
1756890230.664315,-0.125011,0.743564,0.098772,3.249090
1756890231.633244,-0.134964,0.823028,0.099371,3.256940
1756890231.766573,-0.133318,0.787214,0.099239,3.260414
1756890231.766573,-0.133318,0.787214,0.096130,3.262916
1756890231.999897,-0.153930,0.893886,0.099167,3.253984
1756890232.166551,-0.152792,0.896341,0.098590,3.263844
1756890232.166551,-0.152792,0.896341,0.098722,3.264751
1756890232.366533,-0.184859,1.046633,0.098214,3.256385
1756890232.399863,-0.177222,0.994801,0.095927,3.269505
1756890232.499852,-0.175292,0.963481,0.096623,3.256445
1756890232.599853,-0.185798,1.032082,0.100131,3.268203
1756890232.666519,-0.190570,1.075514,0.100106,3.263140
1756890232.833181,-0.188617,1.135744,0.100341,3.259271
1756890232.899846,-0.182246,1.159084,0.098723,3.257076
1756890232.999842,-0.170372,1.193276,0.100287,3.249768
1756890233.099836,-0.153924,1.233159,0.097599,3.258723
1756890233.166498,-0.137772,1.246171,0.098913,3.264757
1756890233.266491,-0.109862,1.274828,0.100252,3.256684
1756890233.399812,-0.070312,1.294999,0.098369,3.258486
1756890233.499797,-0.040894,1.311367,0.095312,3.265507
1756890233.599925,-0.005969,1.318033,0.099474,3.266148
1756890233.700056,0.019435,1.325685,0.096471,3.254847
1756890233.800192,0.050809,1.323547,0.099843,3.263795
1756890233.900330,0.079239,1.330837,0.097634,3.262356
1756890233.967092,0.102502,1.313783,0.099507,3.257188
1756890234.067238,0.134642,1.310674,0.097954,3.253114
1756890234.167386,0.174914,1.291479,0.098930,3.254561
1756890234.234154,0.199274,1.282393,0.099852,3.255126
1756890234.334311,0.236689,1.254963,0.098048,3.263894
1756890234.401083,0.263699,1.240745,0.096362,3.263350
1756890234.534587,0.315359,1.180285,0.098151,3.261661
1756890234.601269,0.342704,1.146689,0.096716,3.265515
1756890234.601269,0.342704,1.146689,0.100371,3.263941
1756890234.601269,0.342704,1.146689,0.097366,3.256221
1756890234.601269,0.342704,1.146689,0.097437,3.259292
1756890234.601269,0.342704,1.146689,0.099347,3.260663
1756890234.601269,0.342704,1.146689,0.100708,3.266568
1756890234.601269,0.342704,1.146689,0.099512,3.252678
1756890234.601269,0.342704,1.146689,0.097049,3.260083
1756890234.601269,0.342704,1.146689,0.099571,3.253863
1756890234.601269,0.342704,1.146689,0.101969,3.257438
1756890234.601269,0.342704,1.146689,0.101752,3.260766
1756890234.601269,0.342704,1.146689,0.098893,3.250738
1756890234.601269,0.342704,1.146689,0.097206,3.264243
1756890234.601269,0.342704,1.146689,0.095925,3.259763
1756890234.601269,0.342704,1.146689,0.100248,3.257929
1756890234.601269,0.342704,1.146689,0.099921,3.260521
1756890234.601269,0.342704,1.146689,0.099441,3.261919
1756890234.601269,0.342704,1.146689,0.098400,3.265976
1756890234.601269,0.342704,1.146689,0.099993,3.257302
1756890234.601269,0.342704,1.146689,0.094949,3.253531
1756890234.601269,0.342704,1.146689,0.098084,3.257916
1756890234.601269,0.342704,1.146689,0.098335,3.261559
1756890234.601269,0.342704,1.146689,0.099332,3.261896
1756890234.601269,0.342704,1.146689,0.098641,3.254547
1756890234.601269,0.342704,1.146689,0.101541,3.255749
1756890234.601269,0.342704,1.146689,0.099655,3.255779
1756890234.601269,0.342704,1.146689,0.100948,3.255272
1756890234.601269,0.342704,1.146689,0.101178,3.263505
1756890234.601269,0.342704,1.146689,0.098024,3.260891
1756890234.601269,0.342704,1.146689,0.097800,3.262746
1756890234.601269,0.342704,1.146689,0.097947,3.268406
1756890234.601269,0.342704,1.146689,0.098905,3.252916
1756890234.601269,0.342704,1.146689,0.097652,3.261709
1756890234.601269,0.342704,1.146689,0.099766,3.268412
1756890234.601269,0.342704,1.146689,0.098956,3.263807
1756890234.601269,0.342704,1.146689,0.100717,3.261021
1756890234.601269,0.342704,1.146689,0.101130,3.256075
1756890234.601269,0.342704,1.146689,0.098777,3.253678
1756890234.601269,0.342704,1.146689,0.099540,3.260504
1756890234.601269,0.342704,1.146689,0.097826,3.252172
1756890234.601269,0.342704,1.146689,0.098148,3.251943
1756890234.601269,0.342704,1.146689,0.098673,3.265108
1756890234.601269,0.342704,1.146689,0.095186,3.259666
1756890234.601269,0.342704,1.146689,0.097875,3.258323
1756890234.601269,0.342704,1.146689,0.097329,3.261473
1756890234.601269,0.342704,1.146689,0.100499,3.253908
1756890234.601269,0.342704,1.146689,0.098751,3.260196
1756890234.601269,0.342704,1.146689,0.098130,3.259936
1756890234.601269,0.342704,1.146689,0.097376,3.253672
1756890234.601269,0.342704,1.146689,0.097868,3.266148
1756890239.668890,0.527222,1.552706,0.097487,3.255287
1756890239.868933,0.461044,1.518925,0.098491,3.268700
1756890239.968954,0.443234,1.561829,0.095798,3.262822
1756890240.068974,0.435423,1.598486,0.098780,3.259453
1756890240.168994,0.438036,1.627905,0.100517,3.260593
1756890240.235674,0.439206,1.628017,0.098401,3.265548
1756890240.235674,0.439206,1.628017,0.102271,3.263560
1756890240.435711,0.455922,1.647030,0.097765,3.262223
1756890240.502390,0.461885,1.664114,0.098893,3.256712
1756890240.602412,0.470745,1.676782,0.098299,3.263703
1756890240.669093,0.478142,1.657118,0.101889,3.258739
1756890240.735773,0.480606,1.673814,0.098200,3.271368
1756890240.835793,0.483079,1.659153,0.096776,3.259114
1756890240.935813,0.482478,1.645744,0.098865,3.262596
1756890241.035831,0.481131,1.654908,0.098998,3.257754
1756890241.135851,0.479618,1.672801,0.096707,3.256307
1756890241.202529,0.479694,1.677234,0.099221,3.267158
1756890241.302546,0.473362,1.677533,0.098016,3.257701
1756890241.402563,0.467785,1.670476,0.099330,3.260740
1756890241.502579,0.458783,1.675611,0.097448,3.266442
1756890241.635943,0.445816,1.662346,0.098006,3.266948
1756890241.702625,0.436977,1.655526,0.100544,3.259585
1756890241.769306,0.426569,1.654860,0.100063,3.264138
1756890241.869328,0.407779,1.653798,0.099635,3.257597
1756890241.969348,0.384140,1.652867,0.098541,3.266128
1756890242.136049,0.336671,1.679693,0.095824,3.259902
1756890242.169388,0.330304,1.708513,0.096737,3.255170
1756890242.269408,0.294422,1.766345,0.097397,3.257793
1756890242.369426,0.265680,1.770693,0.098650,3.257922
1756890242.469445,0.242574,1.766204,0.098580,3.266438
1756890242.569465,0.223428,1.778062,0.098940,3.262900
1756890242.736168,0.204864,1.776505,0.098940,3.262900
1756890242.736168,0.204864,1.776505,0.098940,3.262900
1756890242.736168,0.204864,1.776505,0.098940,3.262900
1756890243.002888,0.184096,1.793679,0.100654,3.254927
1756890243.002888,0.184096,1.793679,0.100654,3.254927
1756890243.002888,0.184096,1.793679,0.100654,3.254927
1756890243.302944,0.136863,1.806462,0.100654,3.254927
1756890243.369622,0.126457,1.802837,0.100654,3.254927
1756890243.502978,0.098626,1.797480,0.100654,3.254927
1756890243.603000,0.077141,1.795359,0.100654,3.254927
1756890243.669680,0.067278,1.782557,0.099504,3.190649
1756890243.769701,0.042289,1.801776,0.096491,3.260770
1756890243.903060,0.015725,1.794503,0.100335,3.260394
1756890243.903060,0.015725,1.794503,0.095308,3.258792
1756890243.903060,0.015725,1.794503,0.097952,3.267499
1756890243.903060,0.015725,1.794503,0.098718,3.267196
1756890244.303133,-0.087177,1.758468,0.096980,3.255189
1756890244.403151,-0.109244,1.740122,0.097874,3.267358
1756890244.469828,-0.124980,1.738190,0.099188,3.265853
1756890244.603188,-0.161469,1.738659,0.099436,3.245631
1756890244.669868,-0.169859,1.688541,0.099468,3.256885
1756890244.736548,-0.187526,1.671587,0.099671,3.253100
1756890244.869907,-0.225660,1.678217,0.097297,3.262082
1756890245.003266,-0.262187,1.656238,0.096637,3.256735
1756890245.103283,-0.285223,1.632453,0.099685,3.258204
1756890245.169961,-0.305051,1.634365,0.100174,3.261657
1756890245.236639,-0.322040,1.629145,0.099327,3.248670
1756890245.369994,-0.361025,1.608210,0.098414,3.260598
1756890245.503348,-0.398269,1.595909,0.099885,3.259395
1756890245.536690,-0.409681,1.592693,0.100280,3.254990
1756890245.736735,-0.476467,1.580851,0.098788,3.251675
1756890245.836757,-0.511862,1.580255,0.098541,3.264662
1756890245.936779,-0.550784,1.587398,0.098298,3.260500
1756890246.036799,-0.587295,1.593984,0.097578,3.265207
1756890246.170160,-0.635883,1.588512,0.098395,3.269096
1756890246.270180,-0.677558,1.609727,0.099142,3.261748
1756890246.403539,-0.724721,1.607187,0.100786,3.257287
1756890246.436878,-0.743008,1.633706,0.099871,3.256659
1756890246.603703,-0.796227,1.629283,0.097110,3.290405
1756890246.737243,-0.831354,1.609058,0.096882,3.295689
1756890246.870790,-0.877775,1.627100,0.096882,3.295689
1756890246.970956,-0.908914,1.639144,0.096882,3.295689
1756890247.071127,-0.964608,1.711670,0.100707,3.264031
1756890247.137910,-0.967042,1.659682,0.097849,3.258853
1756890247.137910,-0.967042,1.659682,0.096658,3.251326
1756890247.137910,-0.967042,1.659682,0.098877,3.263119
1756890247.438456,-1.065653,1.691458,0.098442,3.270280
1756890247.505254,-1.113314,1.767512,0.098727,3.262911
1756890247.505254,-1.113314,1.767512,0.098411,3.263139
1756890247.505254,-1.113314,1.767512,0.099094,3.247167
1756890247.505254,-1.113314,1.767512,0.098317,3.258077
1756890247.505254,-1.113314,1.767512,0.099618,3.253325
1756890247.505254,-1.113314,1.767512,0.101360,3.265337
1756890247.505254,-1.113314,1.767512,0.098669,3.250126
1756890247.505254,-1.113314,1.767512,0.100135,3.253219
1756890247.505254,-1.113314,1.767512,0.102186,3.245089
1756890247.505254,-1.113314,1.767512,0.099364,3.258211
1756890247.505254,-1.113314,1.767512,0.100904,3.251905
1756890247.505254,-1.113314,1.767512,0.097319,3.253929
1756890247.505254,-1.113314,1.767512,0.100396,3.251605
1756890247.505254,-1.113314,1.767512,0.100732,3.240374
1756890247.505254,-1.113314,1.767512,0.098551,3.259229
1756890247.505254,-1.113314,1.767512,0.098105,3.240802
1756890247.505254,-1.113314,1.767512,0.100242,3.239415
1756890247.505254,-1.113314,1.767512,0.102430,3.234499
1756890247.505254,-1.113314,1.767512,0.097516,3.242384
1756890247.505254,-1.113314,1.767512,0.099654,3.239161
1756890247.505254,-1.113314,1.767512,0.101653,3.242915
1756890247.505254,-1.113314,1.767512,0.103031,3.240523
1756890247.505254,-1.113314,1.767512,0.100885,3.242360
1756890247.505254,-1.113314,1.767512,0.096317,3.249650
1756890247.505254,-1.113314,1.767512,0.098154,3.235938
1756890247.505254,-1.113314,1.767512,0.098557,3.246541
1756890247.505254,-1.113314,1.767512,0.100949,3.238846
1756890247.505254,-1.113314,1.767512,0.100764,3.247585
1756890247.505254,-1.113314,1.767512,0.097865,3.239800
1756890247.505254,-1.113314,1.767512,0.098307,3.241597
1756890247.505254,-1.113314,1.767512,0.100400,3.246555
1756890247.505254,-1.113314,1.767512,0.101703,3.241435
1756890247.505254,-1.113314,1.767512,0.099823,3.236417
1756890247.505254,-1.113314,1.767512,0.096703,3.241958
1756890247.505254,-1.113314,1.767512,0.100883,3.248361
1756890247.505254,-1.113314,1.767512,0.102562,3.250860
1756890247.505254,-1.113314,1.767512,0.100644,3.242991
1756890247.505254,-1.113314,1.767512,0.098579,3.252324
1756890247.505254,-1.113314,1.767512,0.097211,3.250091
1756890247.505254,-1.113314,1.767512,0.100887,3.258089
1756890247.505254,-1.113314,1.767512,0.099340,3.245821
1756890247.505254,-1.113314,1.767512,0.099011,3.241654
1756890247.505254,-1.113314,1.767512,0.100383,3.242616
1756890247.505254,-1.113314,1.767512,0.100381,3.241928
1756890247.505254,-1.113314,1.767512,0.099166,3.244389
1756890247.505254,-1.113314,1.767512,0.098203,3.254870
1756890247.505254,-1.113314,1.767512,0.104186,3.246299
1756890247.505254,-1.113314,1.767512,0.100373,3.257783
1756890247.505254,-1.113314,1.767512,0.098887,3.263969
1756890247.505254,-1.113314,1.767512,0.098672,3.257138
1756890247.505254,-1.113314,1.767512,0.097241,3.255250
1756890247.505254,-1.113314,1.767512,0.100246,3.255908
1756890247.505254,-1.113314,1.767512,0.098803,3.265230
1756890247.505254,-1.113314,1.767512,0.098245,3.248467
1756890247.505254,-1.113314,1.767512,0.097446,3.243542
1756890247.505254,-1.113314,1.767512,0.099474,3.263099
1756890247.505254,-1.113314,1.767512,0.099733,3.254781
1756890247.505254,-1.113314,1.767512,0.098093,3.256129
1756890247.505254,-1.113314,1.767512,0.099154,3.255844
1756890247.505254,-1.113314,1.767512,0.098979,3.257135
1756890247.505254,-1.113314,1.767512,0.100443,3.250339
1756890247.505254,-1.113314,1.767512,0.098811,3.255350
1756890247.505254,-1.113314,1.767512,0.100383,3.255900
1756890247.505254,-1.113314,1.767512,0.099064,3.260393
1756890247.505254,-1.113314,1.767512,0.096729,3.269336
1756890247.505254,-1.113314,1.767512,0.097808,3.260968
1756890247.505254,-1.113314,1.767512,0.099799,3.258369
1756890247.505254,-1.113314,1.767512,0.099917,3.251583
1756890247.505254,-1.113314,1.767512,0.097817,3.267124
1756890247.505254,-1.113314,1.767512,0.102571,3.253476
1756890247.505254,-1.113314,1.767512,0.100751,3.251416
1756890247.505254,-1.113314,1.767512,0.098800,3.263550
1756890247.505254,-1.113314,1.767512,0.100381,3.261061
1756890247.505254,-1.113314,1.767512,0.101659,3.252549
1756890247.505254,-1.113314,1.767512,0.098117,3.248581
1756890247.505254,-1.113314,1.767512,0.098703,3.262411
1756890247.505254,-1.113314,1.767512,0.099454,3.253053
1756890247.505254,-1.113314,1.767512,0.097809,3.259431
1756890247.505254,-1.113314,1.767512,0.098550,3.254770
1756890247.505254,-1.113314,1.767512,0.098949,3.263780
1756890247.505254,-1.113314,1.767512,0.099205,3.259213
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
1756890247.505254,-1.113314,1.767512,0.098630,3.258206
