timestamp,x,y,cs_x,cs_y
1756890212.756578,-1.414647,-3.432881
1756890212.856623,-1.414701,-3.422536
1756890212.956667,-1.410776,-3.418044
1756890213.056712,-1.414187,-3.431624
1756890213.156756,-1.415570,-3.432575
1756890213.256801,-1.413177,-3.416982
1756890213.323497,-1.416716,-3.426660
1756890213.423541,-1.415021,-3.424663
1756890213.490237,-1.414632,-3.431024
1756890213.590283,-1.413263,-3.420651
1756890213.690328,-1.414106,-3.418359
1756890213.823721,-1.408794,-3.423924
1756890213.957115,-1.414233,-3.421658
1756890214.057161,-1.411851,-3.432919
1756890214.157205,-1.410895,-3.429679
1756890214.257251,-1.414418,-3.427812
1756890214.357296,-1.411298,-3.420224
1756890214.457342,-1.414285,-3.424749
1756890214.557385,-1.411778,-3.423144
1756890214.624081,-1.410950,-3.425547
1756890214.724125,-1.410719,-3.425525
1756890214.824169,-1.415394,-3.425505
1756890214.957561,-1.413883,-3.422591
1756890215.057605,-1.413563,-3.422630
1756890215.157648,-1.416285,-3.430886
1756890215.257693,-1.410972,-3.426977
1756890215.357736,-1.416997,-3.432316
1756890215.457780,-1.410955,-3.439123
1756890215.557824,-1.414655,-3.417448
1756890215.657868,-1.416435,-3.418254
1756890215.757912,-1.413679,-3.429964
1756890215.824608,-1.416369,-3.431887
1756890215.924652,-1.413872,-3.432876
1756890215.991348,-1.414785,-3.422068
1756890216.091391,-1.415717,-3.419964
1756890216.158087,-1.410681,-3.420956
1756890216.258132,-1.412671,-3.435766
1756890216.358175,-1.411379,-3.420615
1756890216.491567,-1.414338,-3.424230
1756890216.591612,-1.413054,-3.418280
1756890216.691657,-1.415340,-3.428910
1756890216.825050,-1.412330,-3.425732
1756890216.925095,-1.411612,-3.420973
1756890217.058488,-1.413015,-3.422973
1756890217.158532,-1.411469,-3.431228
1756890217.258578,-1.412811,-3.433191
1756890217.358622,-1.416471,-3.424781
1756890217.458617,-1.414155,-3.429104
1756890217.558889,-1.411277,-3.434083
1756890217.659167,-1.411844,-3.432373
1756890217.759448,-1.413294,-3.427843
1756890217.826305,-1.412007,-3.424274
1756890217.926594,-1.411436,-3.425903
1756890217.993456,-1.411307,-3.425608
1756890218.127185,-1.415872,-3.420153
1756890218.227486,-1.415358,-3.419617
1756890218.294356,-1.415889,-3.418694
1756890218.394666,-1.418879,-3.413223
1756890218.461606,-1.415717,-3.431298
1756890218.528287,-1.413655,-3.419694
1756890218.628307,-1.418190,-3.409821
1756890218.694988,-1.411878,-3.433353
1756890218.795008,-1.412584,-3.428133
1756890218.895027,-1.418279,-3.420358
1756890218.995046,-1.414415,-3.428993
1756890219.128403,-1.414522,-3.424294
1756890219.195081,-1.416516,-3.424795
1756890219.328437,-1.412840,-3.405101
1756890219.395114,-1.413344,-3.424411
1756890219.528472,-1.416726,-3.427623
1756890219.595153,-1.413974,-3.426417
1756890219.728514,-1.413055,-3.418521
1756890219.795194,-1.416653,-3.420898
1756890219.928553,-1.415070,-3.401376
1756890219.995232,-1.409807,-3.405973
1756890220.128590,-1.412626,-3.416278
1756890220.195269,-1.413692,-3.405128
1756890220.295285,-1.419487,-3.415712
1756890220.428640,-1.412376,-3.411639
1756890220.495318,-1.414218,-3.419068
1756890220.628679,-1.414789,-3.417951
1756890220.695359,-1.414035,-3.411808
1756890220.795378,-1.410939,-3.410139
1756890220.928737,-1.410384,-3.410219
1756890220.995415,-1.407602,-3.413144
1756890221.095432,-1.396868,-3.419282
1756890221.195450,-1.395568,-3.410698
1756890221.295465,-1.382917,-3.393527
1756890221.395481,-1.359096,-3.401308
1756890221.495497,-1.333402,-3.395284
1756890221.595517,-1.309312,-3.398359
1756890221.695536,-1.276220,-3.386857
1756890221.795556,-1.243070,-3.390726
1756890221.895573,-1.212396,-3.380876
1756890222.028930,-1.183761,-3.381385
1756890222.195625,-1.151795,-3.372730
1756890222.295640,-1.134872,-3.354211
1756890222.428994,-1.107371,-3.345074
1756890222.529013,-1.085512,-3.333170
1756890222.629034,-1.061096,-3.322100
1756890222.729056,-1.030699,-3.312716
1756890222.795737,-1.008187,-3.295589
1756890222.862417,-0.978943,-3.287271
1756890222.962436,-0.948549,-3.277311
1756890223.062457,-0.919921,-3.274499
1756890223.095796,-0.910032,-3.258964
1756890223.229154,-0.877800,-3.264705
1756890223.295833,-0.869620,-3.256142
1756890223.395850,-0.863136,-3.248067
1756890223.529209,-0.868428,-3.245423
1756890223.595892,-0.873125,-3.254850
1756890223.729256,-0.872184,-3.249137
1756890223.829278,-0.888932,-3.261158
1756890223.929300,-0.905604,-3.267355
1756890223.995981,-0.918077,-3.265950
1756890224.129342,-0.943837,-3.273457
1756890224.196022,-0.962138,-3.271748
1756890224.296041,-0.984042,-3.272708
1756890224.429400,-1.019064,-3.287218
1756890224.562759,-1.049616,-3.269834
1756890224.696117,-1.081159,-3.251694
1756890224.829474,-1.110731,-3.242294
1756890224.929492,-1.130771,-3.227732
1756890224.996169,-1.140880,-3.221911
1756890225.162862,-1.146483,-3.185743
1756890225.262877,-1.134273,-3.172584
1756890225.362890,-1.131337,-3.145200
1756890225.462903,-1.117402,-3.138413
1756890225.529584,-1.112684,-3.119750
1756890225.629604,-1.105589,-3.079666
1756890225.729625,-1.096951,-3.060957
1756890225.829644,-1.094527,-3.035085
1756890225.896324,-1.096538,-3.012762
1756890225.996344,-1.086864,-3.008895
1756890226.063022,-1.088017,-2.982645
1756890226.129701,-1.092042,-2.975464
1756890226.229718,-1.092451,-2.957769
1756890226.329735,-1.093640,-2.935032
1756890226.396413,-1.095312,-2.915653
1756890226.529769,-1.101285,-2.895564
