timestamp,x,y,cs_x,cs_y
1756890226.596449,-1.104431,-2.880624
1756890226.729809,-1.121888,-2.834572
1756890226.863167,-1.135927,-2.791633
1756890226.963184,-1.139907,-2.769745
1756890227.063202,-1.150031,-2.738628
1756890227.163218,-1.156725,-2.703625
1756890227.263235,-1.166843,-2.661519
1756890227.329912,-1.171028,-2.642426
1756890227.429927,-1.175110,-2.599551
1756890227.529946,-1.175277,-2.572361
1756890227.563287,-1.171952,-2.564326
1756890227.729991,-1.168641,-2.491268
1756890227.896694,-1.169133,-2.421921
1756890228.030055,-1.148455,-2.389054
1756890228.163415,-1.145315,-2.297043
1756890228.263435,-1.104135,-2.326858
1756890228.363453,-1.086316,-2.287880
1756890228.463472,-1.057607,-2.264151
1756890228.563493,-1.031484,-2.241453
1756890228.663514,-1.000007,-2.227616
1756890228.730194,-0.976822,-2.224685
1756890228.830214,-0.950258,-2.210283
1756890228.930233,-0.915031,-2.204963
1756890229.030252,-0.880535,-2.194861
1756890229.130270,-0.845089,-2.195789
1756890229.263627,-0.792643,-2.212628
1756890229.330304,-0.768353,-2.199542
1756890229.430320,-0.725816,-2.233478
1756890229.530341,-0.687310,-2.249783
1756890229.597025,-0.662006,-2.246458
1756890229.697050,-0.620057,-2.258910
1756890229.797075,-0.577253,-2.283548
1756890229.930440,-0.526704,-2.326901
1756890230.030463,-0.482980,-2.351959
1756890230.130487,-0.436334,-2.388459
1756890230.230509,-0.391783,-2.402098
1756890230.363871,-0.325451,-2.459630
1756890230.430552,-0.297402,-2.472022
1756890230.463893,-0.282793,-2.491493
1756890230.463893,-0.284549,-2.475920
1756890230.664315,-0.224467,-2.512679
1756890230.664315,-0.222150,-2.516810
1756890230.664315,-0.223622,-2.518962
1756890230.664315,-0.225388,-2.522247
1756890230.664315,-0.225608,-2.523163
1756890230.664315,-0.227239,-2.515536
1756890230.664315,-0.224988,-2.514628
1756890230.664315,-0.221854,-2.509242
1756890230.664315,-0.225055,-2.526937
1756890230.664315,-0.223783,-2.505526
1756890231.633244,-0.234335,-2.433912
1756890231.766573,-0.232557,-2.473200
1756890231.766573,-0.229448,-2.475703
1756890231.999897,-0.253097,-2.360099
1756890232.166551,-0.251382,-2.367503
1756890232.166551,-0.251513,-2.368410
1756890232.366533,-0.283073,-2.209752
1756890232.399863,-0.273149,-2.274704
1756890232.499852,-0.271914,-2.292963
1756890232.599853,-0.285930,-2.236121
1756890232.666519,-0.290675,-2.187626
1756890232.833181,-0.288958,-2.123528
1756890232.899846,-0.280969,-2.097992
1756890232.999842,-0.270659,-2.056492
1756890233.099836,-0.251522,-2.025563
1756890233.166498,-0.236685,-2.018585
1756890233.266491,-0.210114,-1.981856
1756890233.399812,-0.168681,-1.963487
1756890233.499797,-0.136206,-1.954139
1756890233.599925,-0.105443,-1.948115
1756890233.700056,-0.077036,-1.929162
1756890233.800192,-0.049034,-1.940248
1756890233.900330,-0.018396,-1.931519
1756890233.967092,0.002996,-1.943405
1756890234.067238,0.036687,-1.942440
1756890234.167386,0.075983,-1.963082
1756890234.234154,0.099422,-1.972733
1756890234.334311,0.138641,-2.008930
1756890234.401083,0.167337,-2.022606
1756890234.534587,0.217208,-2.081375
1756890234.601269,0.245989,-2.118826
1756890234.601269,0.242334,-2.117253
1756890234.601269,0.245339,-2.109532
1756890234.601269,0.245268,-2.112603
1756890234.601269,0.243358,-2.113975
1756890234.601269,0.241997,-2.119879
1756890234.601269,0.243192,-2.105989
1756890234.601269,0.245655,-2.113394
1756890234.601269,0.243134,-2.107174
1756890234.601269,0.240735,-2.110749
1756890234.601269,0.240953,-2.114077
1756890234.601269,0.243812,-2.104049
1756890234.601269,0.245498,-2.117555
1756890234.601269,0.246779,-2.113075
1756890234.601269,0.242457,-2.111240
1756890234.601269,0.242783,-2.113832
1756890234.601269,0.243263,-2.115230
1756890234.601269,0.244304,-2.119287
1756890234.601269,0.242712,-2.110613
1756890234.601269,0.247755,-2.106843
1756890234.601269,0.244620,-2.111227
1756890234.601269,0.244369,-2.114870
1756890234.601269,0.243373,-2.115207
1756890234.601269,0.244064,-2.107858
1756890234.601269,0.241164,-2.109061
1756890234.601269,0.243049,-2.109090
1756890234.601269,0.241756,-2.108583
1756890234.601269,0.241527,-2.116816
1756890234.601269,0.244680,-2.114203
1756890234.601269,0.244905,-2.116058
1756890234.601269,0.244757,-2.121717
1756890234.601269,0.243800,-2.106228
1756890234.601269,0.245053,-2.115021
1756890234.601269,0.242939,-2.121724
1756890234.601269,0.243749,-2.117119
1756890234.601269,0.241988,-2.114333
1756890234.601269,0.241574,-2.109386
1756890234.601269,0.243927,-2.106990
1756890234.601269,0.243164,-2.113816
1756890234.601269,0.244878,-2.105483
1756890234.601269,0.244557,-2.105254
1756890234.601269,0.244032,-2.118419
1756890234.601269,0.247519,-2.112977
1756890234.601269,0.244829,-2.111634
1756890234.601269,0.245375,-2.114785
1756890234.601269,0.242205,-2.107220
1756890234.601269,0.243954,-2.113507
1756890234.601269,0.244574,-2.113247
1756890234.601269,0.245328,-2.106983
1756890234.601269,0.244836,-2.119460
1756890239.668890,0.429735,-1.702581
1756890239.868933,0.362554,-1.749775
1756890239.968954,0.347436,-1.700993
1756890240.068974,0.336643,-1.660967
1756890240.168994,0.337520,-1.632688
1756890240.235674,0.340804,-1.637531
1756890240.235674,0.336934,-1.635543
1756890240.435711,0.358157,-1.615193
1756890240.502390,0.362992,-1.592598
1756890240.602412,0.372446,-1.586921
1756890240.669093,0.376253,-1.601621
1756890240.735773,0.382406,-1.597554
1756890240.835793,0.386303,-1.599961
1756890240.935813,0.383613,-1.616852
1756890241.035831,0.382133,-1.602845
1756890241.135851,0.382911,-1.583506
1756890241.202529,0.380473,-1.589924
1756890241.302546,0.375346,-1.580168
1756890241.402563,0.368455,-1.590263
1756890241.502579,0.361335,-1.590830
1756890241.635943,0.347809,-1.604602
1756890241.702625,0.336434,-1.604058
1756890241.769306,0.326506,-1.609277
1756890241.869328,0.308144,-1.603799
1756890241.969348,0.285600,-1.613261
1756890242.136049,0.240846,-1.580209
1756890242.169388,0.233567,-1.546657
1756890242.269408,0.197025,-1.491447
1756890242.369426,0.167030,-1.487229
1756890242.469445,0.143994,-1.500235
1756890242.569465,0.124487,-1.484838
1756890242.736168,0.105923,-1.486395
1756890242.736168,0.105923,-1.486395
1756890242.736168,0.105923,-1.486395
1756890243.002888,0.083442,-1.461248
1756890243.002888,0.083442,-1.461248
1756890243.002888,0.083442,-1.461248
1756890243.302944,0.036209,-1.448465
1756890243.369622,0.025803,-1.452090
1756890243.502978,-0.002028,-1.457447
1756890243.603000,-0.023513,-1.459568
1756890243.669680,-0.032226,-1.408092
1756890243.769701,-0.054202,-1.458993
1756890243.903060,-0.084610,-1.465891
1756890243.903060,-0.079582,-1.464289
1756890243.903060,-0.082227,-1.472996
1756890243.903060,-0.082993,-1.472693
1756890244.303133,-0.184157,-1.496721
1756890244.403151,-0.207119,-1.527236
1756890244.469828,-0.224168,-1.527663
1756890244.603188,-0.260904,-1.506972
1756890244.669868,-0.269328,-1.568344
1756890244.736548,-0.287197,-1.581513
1756890244.869907,-0.322956,-1.583865
1756890245.003266,-0.358824,-1.600497
1756890245.103283,-0.384909,-1.625752
1756890245.169961,-0.405225,-1.627293
1756890245.236639,-0.421367,-1.619525
1756890245.369994,-0.459440,-1.652389
1756890245.503348,-0.498154,-1.663486
1756890245.536690,-0.509961,-1.662297
1756890245.736735,-0.575254,-1.670824
1756890245.836757,-0.610404,-1.684406
1756890245.936779,-0.649082,-1.673101
1756890246.036799,-0.684873,-1.671223
1756890246.170160,-0.734278,-1.680584
1756890246.270180,-0.776699,-1.652022
1756890246.403539,-0.825507,-1.650100
1756890246.436878,-0.842880,-1.622953
1756890246.603703,-0.893337,-1.661122
1756890246.737243,-0.928236,-1.686631
1756890246.870790,-0.974657,-1.668589
1756890246.970956,-1.005796,-1.656546
1756890247.071127,-1.065315,-1.552361
1756890247.137910,-1.064891,-1.599171
1756890247.137910,-1.063700,-1.591645
1756890247.137910,-1.065919,-1.603437
1756890247.438456,-1.164095,-1.578822
1756890247.505254,-1.212040,-1.495399
1756890247.505254,-1.211725,-1.495627
1756890247.505254,-1.212408,-1.479655
1756890247.505254,-1.211630,-1.490565
1756890247.505254,-1.212931,-1.485814
1756890247.505254,-1.214674,-1.497826
1756890247.505254,-1.211983,-1.482614
1756890247.505254,-1.213448,-1.485707
1756890247.505254,-1.215499,-1.477578
1756890247.505254,-1.212677,-1.490699
1756890247.505254,-1.214217,-1.484393
1756890247.505254,-1.210633,-1.486417
1756890247.505254,-1.213710,-1.484093
1756890247.505254,-1.214046,-1.472862
1756890247.505254,-1.211864,-1.491717
1756890247.505254,-1.211418,-1.473290
1756890247.505254,-1.213556,-1.471903
1756890247.505254,-1.215743,-1.466987
1756890247.505254,-1.210830,-1.474872
1756890247.505254,-1.212967,-1.471649
1756890247.505254,-1.214967,-1.475403
1756890247.505254,-1.216345,-1.473011
1756890247.505254,-1.214199,-1.474848
1756890247.505254,-1.209630,-1.482139
1756890247.505254,-1.211467,-1.468426
1756890247.505254,-1.211871,-1.479029
1756890247.505254,-1.214263,-1.471334
1756890247.505254,-1.214078,-1.480073
1756890247.505254,-1.211179,-1.472288
1756890247.505254,-1.211621,-1.474085
1756890247.505254,-1.213714,-1.479043
1756890247.505254,-1.215016,-1.473924
1756890247.505254,-1.213137,-1.468905
1756890247.505254,-1.210017,-1.474446
1756890247.505254,-1.214197,-1.480849
1756890247.505254,-1.215876,-1.483348
1756890247.505254,-1.213957,-1.475479
1756890247.505254,-1.211892,-1.484812
1756890247.505254,-1.210524,-1.482579
1756890247.505254,-1.214201,-1.490577
1756890247.505254,-1.212654,-1.478309
1756890247.505254,-1.212325,-1.474142
1756890247.505254,-1.213697,-1.475104
1756890247.505254,-1.213694,-1.474416
1756890247.505254,-1.212479,-1.476877
1756890247.505254,-1.211516,-1.487358
1756890247.505254,-1.217499,-1.478787
1756890247.505254,-1.213686,-1.490271
1756890247.505254,-1.212201,-1.496457
1756890247.505254,-1.211985,-1.489626
1756890247.505254,-1.210555,-1.487738
1756890247.505254,-1.213559,-1.488396
1756890247.505254,-1.212116,-1.497718
1756890247.505254,-1.211558,-1.480955
1756890247.505254,-1.210759,-1.476030
1756890247.505254,-1.212787,-1.495587
1756890247.505254,-1.213047,-1.487269
1756890247.505254,-1.211406,-1.488617
1756890247.505254,-1.212468,-1.488332
1756890247.505254,-1.212292,-1.489623
1756890247.505254,-1.213757,-1.482827
1756890247.505254,-1.212125,-1.487838
1756890247.505254,-1.213696,-1.488388
1756890247.505254,-1.212377,-1.492881
1756890247.505254,-1.210042,-1.501824
1756890247.505254,-1.211121,-1.493456
1756890247.505254,-1.213113,-1.490857
1756890247.505254,-1.213230,-1.484071
1756890247.505254,-1.211130,-1.499612
1756890247.505254,-1.215885,-1.485964
1756890247.505254,-1.214065,-1.483904
1756890247.505254,-1.212114,-1.496038
1756890247.505254,-1.213694,-1.493549
1756890247.505254,-1.214973,-1.485037
1756890247.505254,-1.211431,-1.481069
1756890247.505254,-1.212017,-1.494899
1756890247.505254,-1.212768,-1.485541
1756890247.505254,-1.211123,-1.491919
1756890247.505254,-1.211863,-1.487258
1756890247.505254,-1.212262,-1.496268
1756890247.505254,-1.212518,-1.491701
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
1756890247.505254,-1.211943,-1.490694
